pl_name,pl_rade,pl_masse,pl_radj,pl_massj,pl_dens,st_dist,pl_disc,pl_telescope,pl_eqt,pl_discmethod,pl_facility,pl_mnum,pl_pelink,pl_edelink,pl_cbflag,pl_orbper,pl_pnum,ra,dec,st_spstr,st_age,pl_ratdor,st_rad,rowupdate
Kepler-204 b,2.530,,0.226,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-204_b/,http://exoplanets.org/detail/Kepler-204_b,0,14.40097400,2,285.347187,41.761925,,,,1.24,2014-05-14
Kepler-204 c,1.790,,0.160,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-204_c/,http://exoplanets.org/detail/Kepler-204_c,0,25.66059300,2,285.347187,41.761925,,,,1.24,2014-05-14
Kepler-205 b,1.510,,0.135,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-205_b/,http://exoplanets.org/detail/Kepler-205_b,0,2.75564000,2,285.287111,41.861172,,,,0.55,2014-05-14
Kepler-205 c,1.640,,0.146,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-205_c/,http://exoplanets.org/detail/Kepler-205_c,0,20.30654600,2,285.287111,41.861172,,,,0.55,2014-05-14
Kepler-206 b,1.200,,0.107,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-206_b/,http://exoplanets.org/detail/Kepler-206_b,0,7.78198700,3,291.634678,41.833866,,,,1.19,2014-05-14
Kepler-206 c,1.770,,0.158,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-206_c/,http://exoplanets.org/detail/Kepler-206_c,0,13.13747100,3,291.634678,41.833866,,,,1.19,2014-05-14
Kepler-206 d,1.190,,0.106,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-206_d/,http://exoplanets.org/detail/Kepler-206_d,0,23.44281000,3,291.634678,41.833866,,,,1.19,2014-05-14
Kepler-207 b,1.570,,0.140,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-207_b/,http://exoplanets.org/detail/Kepler-207_b,0,1.61186500,3,290.030517,42.166050,,,,1.59,2014-05-14
Kepler-207 c,1.500,,0.134,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-207_c/,http://exoplanets.org/detail/Kepler-207_c,0,3.07157100,3,290.030517,42.166050,,,,1.59,2014-05-14
Kepler-207 d,3.310,,0.295,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-207_d/,http://exoplanets.org/detail/Kepler-207_d,0,5.86807500,3,290.030517,42.166050,,,,1.59,2014-05-14
Kepler-208 b,1.630,,0.145,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-208_b/,http://exoplanets.org/detail/Kepler-208_b,0,4.22864000,4,293.890206,42.528008,,,,1.31,2014-05-14
Kepler-208 c,1.390,,0.124,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-208_c/,http://exoplanets.org/detail/Kepler-208_c,0,7.46662300,4,293.890206,42.528008,,,,1.31,2014-05-14
Kepler-208 d,1.200,,0.107,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-208_d/,http://exoplanets.org/detail/Kepler-208_d,0,11.13178600,4,293.890206,42.528008,,,,1.31,2014-05-14
Kepler-208 e,1.480,,0.132,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-208_e/,http://exoplanets.org/detail/Kepler-208_e,0,16.25945800,4,293.890206,42.528008,,,,1.31,2014-05-14
Kepler-209 b,2.260,,0.202,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-209_b/,http://exoplanets.org/detail/Kepler-209_b,0,16.08784500,2,291.169537,42.640812,,,,0.94,2014-05-14
Kepler-209 c,3.100,,0.277,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-209_c/,http://exoplanets.org/detail/Kepler-209_c,0,41.74988200,2,291.169537,42.640812,,,,0.94,2014-05-14
Kepler-21 b,1.635,10.40000,0.146,0.03300,12.90000,108.00,2011,0.95 m Kepler Telescope,1956,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-21_b/,http://exoplanets.org/detail/Kepler-21_b,0,2.78575500,1,287.361816,38.714016,F6 IV,2.840,4.910000,1.86,2014-05-14
Kepler-210 b,2.940,,0.262,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-210_b/,http://exoplanets.org/detail/Kepler-210_b,0,2.45323400,2,292.503389,43.083149,,,,0.65,2014-05-14
Kepler-210 c,3.620,,0.323,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-210_c/,http://exoplanets.org/detail/Kepler-210_c,0,7.97251300,2,292.503389,43.083149,,,,0.65,2014-05-14
Kepler-211 b,1.260,,0.112,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-211_b/,http://exoplanets.org/detail/Kepler-211_b,0,4.13857500,2,285.439151,43.168484,,,,0.82,2014-05-14
Kepler-211 c,1.290,,0.115,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-211_c/,http://exoplanets.org/detail/Kepler-211_c,0,6.04045000,2,285.439151,43.168484,,,,0.82,2014-05-14
Kepler-212 b,1.090,,0.097,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-212_b/,http://exoplanets.org/detail/Kepler-212_b,0,16.25758200,2,287.620834,43.141678,,,,1.46,2014-05-14
Kepler-212 c,2.740,,0.244,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-212_c/,http://exoplanets.org/detail/Kepler-212_c,0,31.80517400,2,287.620834,43.141678,,,,1.46,2014-05-14
Kepler-213 b,1.620,,0.145,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-213_b/,http://exoplanets.org/detail/Kepler-213_b,0,2.46236000,2,290.824182,44.647186,,,,1.20,2014-05-14
Kepler-213 c,2.340,,0.209,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-213_c/,http://exoplanets.org/detail/Kepler-213_c,0,4.82296200,2,290.824182,44.647186,,,,1.20,2014-05-14
Kepler-214 b,2.610,,0.233,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-214_b/,http://exoplanets.org/detail/Kepler-214_b,0,15.66054400,2,284.754851,44.956032,,,,1.35,2014-05-14
Kepler-214 c,2.130,,0.190,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-214_c/,http://exoplanets.org/detail/Kepler-214_c,0,28.77980000,2,284.754851,44.956032,,,,1.35,2014-05-14
Kepler-215 b,1.620,,0.145,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-215_b/,http://exoplanets.org/detail/Kepler-215_b,0,9.36067200,4,294.973509,45.213688,,,,1.03,2014-05-14
Kepler-215 c,1.770,,0.158,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-215_c/,http://exoplanets.org/detail/Kepler-215_c,0,14.66710800,4,294.973509,45.213688,,,,1.03,2014-05-14
Kepler-215 d,2.390,,0.213,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-215_d/,http://exoplanets.org/detail/Kepler-215_d,0,30.86442300,4,294.973509,45.213688,,,,1.03,2014-05-14
Kepler-215 e,1.750,,0.156,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-215_e/,http://exoplanets.org/detail/Kepler-215_e,0,68.16101000,4,294.973509,45.213688,,,,1.03,2014-05-14
Kepler-216 b,2.350,,0.210,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-216_b/,http://exoplanets.org/detail/Kepler-216_b,0,7.69364100,2,293.728072,46.129154,,,,1.26,2014-05-14
Kepler-216 c,3.040,,0.271,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-216_c/,http://exoplanets.org/detail/Kepler-216_c,0,17.40666900,2,293.728072,46.129154,,,,1.26,2014-05-14
Kepler-217 b,2.230,,0.199,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-217_b/,http://exoplanets.org/detail/Kepler-217_b,0,5.37494300,2,293.037744,46.277508,,,,1.80,2014-05-14
Kepler-217 c,1.850,,0.165,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-217_c/,http://exoplanets.org/detail/Kepler-217_c,0,8.58600400,2,293.037744,46.277508,,,,1.80,2014-05-14
Kepler-218 b,1.480,,0.132,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-218_b/,http://exoplanets.org/detail/Kepler-218_b,0,3.61933700,2,295.412811,46.266472,,,,1.06,2014-05-14
Kepler-218 c,3.140,,0.280,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-218_c/,http://exoplanets.org/detail/Kepler-218_c,0,44.69957600,2,295.412811,46.266472,,,,1.06,2014-05-14
Kepler-219 b,2.950,,0.263,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-219_b/,http://exoplanets.org/detail/Kepler-219_b,0,4.58551200,3,288.738980,46.762558,,,,1.49,2014-05-14
Kepler-219 c,3.580,,0.319,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-219_c/,http://exoplanets.org/detail/Kepler-219_c,0,22.71461300,3,288.738980,46.762558,,,,1.49,2014-05-14
Kepler-219 d,2.810,,0.251,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-219_d/,http://exoplanets.org/detail/Kepler-219_d,0,47.90364500,3,288.738980,46.762558,,,,1.49,2014-05-14
Kepler-22 b,2.380,36.00000,0.212,0.11300,14.70000,190.00,2011,0.95 m Kepler Telescope,262,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-22_b/,http://exoplanets.org/detail/Kepler-22_b,0,289.86230000,1,289.217484,47.884464,G5 V,,186.400000,0.98,2014-05-14
Kepler-220 b,0.810,,0.072,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-220_b/,http://exoplanets.org/detail/Kepler-220_b,0,4.15980700,4,291.506237,46.895779,,,,0.67,2014-05-14
Kepler-220 c,1.570,,0.140,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-220_c/,http://exoplanets.org/detail/Kepler-220_c,0,9.03419900,4,291.506237,46.895779,,,,0.67,2014-05-14
Kepler-220 d,0.980,,0.087,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-220_d/,http://exoplanets.org/detail/Kepler-220_d,0,28.12239700,4,291.506237,46.895779,,,,0.67,2014-05-14
Kepler-220 e,1.330,,0.119,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-220_e/,http://exoplanets.org/detail/Kepler-220_e,0,45.90273300,4,291.506237,46.895779,,,,0.67,2014-05-14
Kepler-221 b,1.710,,0.153,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-221_b/,http://exoplanets.org/detail/Kepler-221_b,0,2.79590600,4,296.654765,46.835270,,,,0.82,2014-05-14
Kepler-221 c,2.930,,0.261,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-221_c/,http://exoplanets.org/detail/Kepler-221_c,0,5.69058600,4,296.654765,46.835270,,,,0.82,2014-05-14
Kepler-221 d,2.730,,0.244,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-221_d/,http://exoplanets.org/detail/Kepler-221_d,0,10.04156000,4,296.654765,46.835270,,,,0.82,2014-05-14
Kepler-221 e,2.630,,0.235,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-221_e/,http://exoplanets.org/detail/Kepler-221_e,0,18.36991700,4,296.654765,46.835270,,,,0.82,2014-05-14
Kepler-222 b,3.160,,0.282,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-222_b/,http://exoplanets.org/detail/Kepler-222_b,0,3.93698100,3,287.906100,46.937767,,,,0.87,2014-05-14
Kepler-222 c,4.640,,0.414,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-222_c/,http://exoplanets.org/detail/Kepler-222_c,0,10.08881000,3,287.906100,46.937767,,,,0.87,2014-05-14
Kepler-222 d,3.690,,0.329,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-222_d/,http://exoplanets.org/detail/Kepler-222_d,0,28.08191200,3,287.906100,46.937767,,,,0.87,2014-05-14
Kepler-223 b,1.690,,0.151,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-223_b/,http://exoplanets.org/detail/Kepler-223_b,0,7.38410800,4,298.318356,47.279495,,,,1.02,2014-05-14
Kepler-223 c,2.000,,0.178,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-223_c/,http://exoplanets.org/detail/Kepler-223_c,0,9.84818300,4,298.318356,47.279495,,,,1.02,2014-05-14
Kepler-223 d,2.980,,0.266,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-223_d/,http://exoplanets.org/detail/Kepler-223_d,0,14.78875900,4,298.318356,47.279495,,,,1.02,2014-05-14
Kepler-223 e,2.400,,0.214,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-223_e/,http://exoplanets.org/detail/Kepler-223_e,0,19.72173400,4,298.318356,47.279495,,,,1.02,2014-05-14
Kepler-224 b,1.390,,0.124,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-224_b/,http://exoplanets.org/detail/Kepler-224_b,0,3.13292400,4,290.934287,47.357601,,,,0.68,2014-05-14
Kepler-224 c,3.120,,0.278,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-224_c/,http://exoplanets.org/detail/Kepler-224_c,0,5.92500300,4,290.934287,47.357601,,,,0.68,2014-05-14
Kepler-224 d,2.300,,0.205,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-224_d/,http://exoplanets.org/detail/Kepler-224_d,0,11.34939300,4,290.934287,47.357601,,,,0.68,2014-05-14
Kepler-224 e,1.970,,0.176,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-224_e/,http://exoplanets.org/detail/Kepler-224_e,0,18.64357700,4,290.934287,47.357601,,,,0.68,2014-05-14
Kepler-225 b,1.200,,0.107,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-225_b/,http://exoplanets.org/detail/Kepler-225_b,0,6.73897500,2,292.193984,47.457096,,,,0.48,2014-05-14
Kepler-225 c,1.840,,0.164,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-225_c/,http://exoplanets.org/detail/Kepler-225_c,0,18.79423400,2,292.193984,47.457096,,,,0.48,2014-05-14
Kepler-226 b,1.550,,0.138,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-226_b/,http://exoplanets.org/detail/Kepler-226_b,0,3.94099700,3,292.376129,47.880989,,,,0.80,2014-05-14
Kepler-226 c,2.270,,0.203,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-226_c/,http://exoplanets.org/detail/Kepler-226_c,0,5.34955500,3,292.376129,47.880989,,,,0.80,2014-05-14
Kepler-226 d,1.220,,0.109,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-226_d/,http://exoplanets.org/detail/Kepler-226_d,0,8.10904400,3,292.376129,47.880989,,,,0.80,2014-05-14
Kepler-227 b,3.110,,0.277,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-227_b/,http://exoplanets.org/detail/Kepler-227_b,0,9.48801500,2,291.934236,48.141651,,,,1.09,2014-05-14
Kepler-227 c,3.040,,0.271,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-227_c/,http://exoplanets.org/detail/Kepler-227_c,0,54.41869400,2,291.934236,48.141651,,,,1.09,2014-05-14
Kepler-228 b,1.530,,0.136,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-228_b/,http://exoplanets.org/detail/Kepler-228_b,0,2.56654600,3,296.286142,48.224667,,,,1.01,2014-05-14
Kepler-228 c,2.700,,0.241,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-228_c/,http://exoplanets.org/detail/Kepler-228_c,0,4.13444400,3,296.286142,48.224667,,,,1.01,2014-05-14
Kepler-228 d,4.040,,0.360,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-228_d/,http://exoplanets.org/detail/Kepler-228_d,0,11.09428600,3,296.286142,48.224667,,,,1.01,2014-05-14
Kepler-229 b,2.200,,0.196,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-229_b/,http://exoplanets.org/detail/Kepler-229_b,0,6.25297200,3,286.999471,48.375797,,,,0.73,2014-05-14
Kepler-229 c,4.920,,0.439,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-229_c/,http://exoplanets.org/detail/Kepler-229_c,0,16.06863800,3,286.999471,48.375797,,,,0.73,2014-05-14
Kepler-229 d,3.850,,0.343,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-229_d/,http://exoplanets.org/detail/Kepler-229_d,0,41.19491200,3,286.999471,48.375797,,,,0.73,2014-05-14
Kepler-23 b,1.900,254.30000,0.170,0.80000,,800.00,2011,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-23_b/,http://exoplanets.org/detail/Kepler-23_b,0,7.10730000,3,294.218924,49.479225,,6.000,,1.55,2014-05-14
Kepler-23 c,3.200,858.10000,0.285,2.70000,,800.00,2011,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-23_c/,http://exoplanets.org/detail/Kepler-23_c,0,10.74210000,3,294.218924,49.479225,,6.000,,1.55,2014-05-14
Kepler-23 d,2.200,,0.196,,,800.00,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-23_d/,http://exoplanets.org/detail/Kepler-23_d,0,15.27429900,3,294.218924,49.479225,,6.000,,1.55,2014-05-14
Kepler-230 b,4.260,,0.380,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-230_b/,http://exoplanets.org/detail/Kepler-230_b,0,32.62555500,2,285.718538,48.505859,,,,0.82,2014-05-14
Kepler-230 c,2.040,,0.182,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-230_c/,http://exoplanets.org/detail/Kepler-230_c,0,91.77324200,2,285.718538,48.505859,,,,0.82,2014-05-14
Kepler-231 b,1.730,,0.154,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-231_b/,http://exoplanets.org/detail/Kepler-231_b,0,10.06527500,2,293.973353,50.531914,,,,0.49,2014-05-14
Kepler-231 c,1.930,,0.172,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-231_c/,http://exoplanets.org/detail/Kepler-231_c,0,19.27156600,2,293.973353,50.531914,,,,0.49,2014-05-14
Kepler-232 b,3.080,,0.275,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-232_b/,http://exoplanets.org/detail/Kepler-232_b,0,4.43122200,2,295.816158,51.121742,,,,0.97,2014-05-14
Kepler-232 c,3.830,,0.342,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-232_c/,http://exoplanets.org/detail/Kepler-232_c,0,11.37934900,2,295.816158,51.121742,,,,0.97,2014-05-14
Kepler-233 b,2.430,,0.217,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-233_b/,http://exoplanets.org/detail/Kepler-233_b,0,8.47238200,2,296.366522,51.319523,,,,0.76,2014-05-14
Kepler-233 c,2.710,,0.242,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-233_c/,http://exoplanets.org/detail/Kepler-233_c,0,60.41895500,2,296.366522,51.319523,,,,0.76,2014-05-14
Kepler-234 b,3.700,,0.330,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-234_b/,http://exoplanets.org/detail/Kepler-234_b,0,2.71150600,2,291.653519,38.494659,,,,1.11,2014-05-14
Kepler-234 c,3.510,,0.313,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-234_c/,http://exoplanets.org/detail/Kepler-234_c,0,7.21205000,2,291.653519,38.494659,,,,1.11,2014-05-14
Kepler-235 b,2.230,,0.199,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-235_b/,http://exoplanets.org/detail/Kepler-235_b,0,3.34022200,4,286.079103,39.278313,,,,0.55,2014-05-14
Kepler-235 c,1.280,,0.114,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-235_c/,http://exoplanets.org/detail/Kepler-235_c,0,7.82490400,4,286.079103,39.278313,,,,0.55,2014-05-14
Kepler-235 d,2.050,,0.183,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-235_d/,http://exoplanets.org/detail/Kepler-235_d,0,20.06054800,4,286.079103,39.278313,,,,0.55,2014-05-14
Kepler-235 e,2.220,,0.198,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-235_e/,http://exoplanets.org/detail/Kepler-235_e,0,46.18366900,4,286.079103,39.278313,,,,0.55,2014-05-14
Kepler-236 b,1.570,,0.140,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-236_b/,http://exoplanets.org/detail/Kepler-236_b,0,8.29561100,2,283.866378,39.898092,,,,0.51,2014-05-14
Kepler-236 c,2.000,,0.178,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-236_c/,http://exoplanets.org/detail/Kepler-236_c,0,23.96812700,2,283.866378,39.898092,,,,0.51,2014-05-14
Kepler-237 b,1.410,,0.126,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-237_b/,http://exoplanets.org/detail/Kepler-237_b,0,4.71510600,2,283.221387,40.421834,,,,0.72,2014-05-14
Kepler-237 c,2.080,,0.186,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-237_c/,http://exoplanets.org/detail/Kepler-237_c,0,8.10363600,2,283.221387,40.421834,,,,0.72,2014-05-14
Kepler-238 b,1.730,,0.154,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-238_b/,http://exoplanets.org/detail/Kepler-238_b,0,2.09087600,5,287.897113,40.637815,,,,1.43,2014-05-14
Kepler-238 c,2.390,,0.213,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-238_c/,http://exoplanets.org/detail/Kepler-238_c,0,6.15555700,5,287.897113,40.637815,,,,1.43,2014-05-14
Kepler-238 d,3.070,,0.274,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-238_d/,http://exoplanets.org/detail/Kepler-238_d,0,13.23354900,5,287.897113,40.637815,,,,1.43,2014-05-14
Kepler-238 e,5.600,169.70000,0.500,0.53400,,,2013,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-238_e/,,0,23.65400000,5,287.897113,40.637815,,,,1.43,2014-05-14
Kepler-238 f,2.000,13.50000,0.178,0.04200,,,2013,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-238_f/,,0,50.44700000,5,287.897113,40.637815,,,,1.43,2014-05-14
Kepler-239 b,2.330,,0.208,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-239_b/,http://exoplanets.org/detail/Kepler-239_b,0,11.76305100,2,294.202137,40.663406,,,,0.76,2014-05-14
Kepler-239 c,2.510,,0.224,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-239_c/,http://exoplanets.org/detail/Kepler-239_c,0,56.22809800,2,294.202137,40.663406,,,,0.76,2014-05-14
Kepler-24 b,2.400,508.50000,0.214,1.60000,,1200.00,2011,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-24_b/,http://exoplanets.org/detail/Kepler-24_b,0,8.14530000,4,290.413267,38.343754,,7.700,,1.29,2014-05-14
Kepler-24 c,2.800,508.50000,0.250,1.60000,,1200.00,2011,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-24_c/,http://exoplanets.org/detail/Kepler-24_c,0,12.33350000,4,290.413267,38.343754,,7.700,,1.29,2014-05-14
Kepler-24 d,1.670,,0.149,,,1200.00,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-24_d/,http://exoplanets.org/detail/Kepler-24_d,0,4.24438400,4,290.413267,38.343754,,7.700,,1.29,2014-05-14
Kepler-24 e,2.780,,0.248,,,1200.00,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-24_e/,http://exoplanets.org/detail/Kepler-24_e,0,18.99835500,4,290.413267,38.343754,,7.700,,1.29,2014-05-14
