dec,hd_name,hip_name,pl_astflag,pl_cbflag,pl_dens,pl_disc,pl_discmethod,pl_eqt,pl_facility,pl_hostname,pl_imgflag,pl_masse,pl_massj,pl_name,pl_omflag,pl_orbeccen,pl_orbper,pl_pnum,pl_rade,pl_radj,pl_ratdor,pl_rvflag,pl_telescope,pl_tranflag,ra,rowupdate,st_age,st_dist,st_mass,st_optmag,st_rad,st_teff,pl_pelink,pl_edelink
42.433006,,,0,0,,2014,Transit,,Kepler,Kepler-343,0,,,Kepler-343 b,0,,8.96855000,2,2.410,0.215,,0,0.95 m Kepler Telescope,1,291.960684,2014-05-14,,,1.04,14.128,1.43,5807.00,http://exoplanet.eu/catalog/kepler-343_b/,http://exoplanets.org/detail/Kepler-343_b
42.433006,,,0,0,,2014,Transit,,Kepler,Kepler-343,0,,,Kepler-343 c,0,,23.22182000,2,2.020,0.180,,0,0.95 m Kepler Telescope,1,291.960684,2014-05-14,,,1.04,14.128,1.43,5807.00,http://exoplanet.eu/catalog/kepler-343_c/,http://exoplanets.org/detail/Kepler-343_c
46.324406,,,0,0,,2014,Transit,,Kepler,Kepler-344,0,,,Kepler-344 b,0,,21.96394500,2,2.610,0.233,,0,0.95 m Kepler Telescope,1,292.499645,2014-05-14,,,0.90,15.378,0.98,5774.00,http://exoplanet.eu/catalog/kepler-344_b/,http://exoplanets.org/detail/Kepler-344_b
46.324406,,,0,0,,2014,Transit,,Kepler,Kepler-344,0,,,Kepler-344 c,0,,125.59680900,2,2.950,0.263,,0,0.95 m Kepler Telescope,1,292.499645,2014-05-14,,,0.90,15.378,0.98,5774.00,http://exoplanet.eu/catalog/kepler-344_c/,http://exoplanets.org/detail/Kepler-344_c
45.971020,,,0,0,,2014,Transit,,Kepler,Kepler-345,0,,,Kepler-345 b,0,,7.41556300,2,0.740,0.066,,0,0.95 m Kepler Telescope,1,295.228802,2014-05-14,,,0.59,14.028,0.62,4504.00,http://exoplanet.eu/catalog/kepler-345_b/,http://exoplanets.org/detail/Kepler-345_b
45.971020,,,0,0,,2014,Transit,,Kepler,Kepler-345,0,,,Kepler-345 c,0,,9.38742700,2,1.200,0.107,,0,0.95 m Kepler Telescope,1,295.228802,2014-05-14,,,0.59,14.028,0.62,4504.00,http://exoplanet.eu/catalog/kepler-345_c/,http://exoplanets.org/detail/Kepler-345_c
46.117607,,,0,0,,2014,Transit,,Kepler,Kepler-346,0,,,Kepler-346 b,0,,6.51112700,2,2.660,0.237,,0,0.95 m Kepler Telescope,1,288.011911,2014-05-14,,,0.97,15.214,1.02,6033.00,http://exoplanet.eu/catalog/kepler-346_b/,http://exoplanets.org/detail/Kepler-346_b
46.117607,,,0,0,,2014,Transit,,Kepler,Kepler-346,0,,,Kepler-346 c,0,,23.85154900,2,3.070,0.274,,0,0.95 m Kepler Telescope,1,288.011911,2014-05-14,,,0.97,15.214,1.02,6033.00,http://exoplanet.eu/catalog/kepler-346_c/,http://exoplanets.org/detail/Kepler-346_c
49.305717,,,0,0,,2014,Transit,,Kepler,Kepler-347,0,,,Kepler-347 b,0,,12.79836000,2,1.970,0.176,,0,0.95 m Kepler Telescope,1,289.199596,2014-05-14,,,1.04,14.513,1.00,6088.00,http://exoplanet.eu/catalog/kepler-347_b/,http://exoplanets.org/detail/Kepler-347_b
49.305717,,,0,0,,2014,Transit,,Kepler,Kepler-347,0,,,Kepler-347 c,0,,27.32087100,2,1.750,0.156,,0,0.95 m Kepler Telescope,1,289.199596,2014-05-14,,,1.04,14.513,1.00,6088.00,http://exoplanet.eu/catalog/kepler-347_c/,http://exoplanets.org/detail/Kepler-347_c
40.548373,,,0,0,,2014,Transit,,Kepler,Kepler-348,0,,,Kepler-348 b,0,,7.05677000,2,1.520,0.136,,0,0.95 m Kepler Telescope,1,297.255050,2014-05-14,,,1.15,12.556,1.36,6177.00,http://exoplanet.eu/catalog/kepler-348_b/,http://exoplanets.org/detail/Kepler-348_b
40.548373,,,0,0,,2014,Transit,,Kepler,Kepler-348,0,,,Kepler-348 c,0,,17.26542700,2,1.330,0.119,,0,0.95 m Kepler Telescope,1,297.255050,2014-05-14,,,1.15,12.556,1.36,6177.00,http://exoplanet.eu/catalog/kepler-348_c/,http://exoplanets.org/detail/Kepler-348_c
44.615578,,,0,0,,2014,Transit,,Kepler,Kepler-349,0,,,Kepler-349 b,0,,5.92977800,2,1.900,0.170,,0,0.95 m Kepler Telescope,1,293.676480,2014-05-14,,,0.97,14.746,0.93,5956.00,http://exoplanet.eu/catalog/kepler-349_b/,http://exoplanets.org/detail/Kepler-349_b
44.615578,,,0,0,,2014,Transit,,Kepler,Kepler-349,0,,,Kepler-349 c,0,,12.24762900,2,1.960,0.175,,0,0.95 m Kepler Telescope,1,293.676480,2014-05-14,,,0.97,14.746,0.93,5956.00,http://exoplanet.eu/catalog/kepler-349_c/,http://exoplanets.org/detail/Kepler-349_c
46.689762,,,0,1,0.41000,2011,Transit,,Kepler,Kepler-35,0,40.36300,0.12700,Kepler-35 b,0,0.042000,131.45800000,1,8.160,0.728,,1,0.95 m Kepler Telescope,1,294.496978,2014-05-14,,1645.00,0.89,15.726,1.03,5606.00,http://exoplanet.eu/catalog/kepler-35(ab)_b/,http://exoplanets.org/detail/Kepler-35_b
39.706107,,,0,0,,2014,Transit,,Kepler,Kepler-350,0,,,Kepler-350 b,0,,11.18956200,3,1.850,0.165,,0,0.95 m Kepler Telescope,1,285.419606,2014-05-14,,,1.00,13.781,1.53,6186.00,http://exoplanet.eu/catalog/kepler-350_b/,http://exoplanets.org/detail/Kepler-350_b
39.706107,,,0,0,,2013,Transit,,Kepler,Kepler-350,0,6.10000,0.01900,Kepler-350 c,0,,17.84900000,3,3.100,0.277,,0,0.95 m Kepler Telescope,1,285.419606,2014-05-14,,,1.00,13.781,1.53,6186.00,http://exoplanet.eu/catalog/kepler-350_c/,
39.706107,,,0,0,,2013,Transit,,Kepler,Kepler-350,0,14.90000,0.04700,Kepler-350 d,0,,26.13600000,3,2.800,0.250,,0,0.95 m Kepler Telescope,1,285.419606,2014-05-14,,,1.00,13.781,1.53,6186.00,http://exoplanet.eu/catalog/kepler-350_d/,
42.657879,,,0,0,,2014,Transit,,Kepler,Kepler-351,0,,,Kepler-351 b,0,,37.05491900,2,3.060,0.273,,0,0.95 m Kepler Telescope,1,286.452706,2014-05-14,,,0.89,15.990,0.85,5643.00,http://exoplanet.eu/catalog/kepler-351_b/,http://exoplanets.org/detail/Kepler-351_b
42.657879,,,0,0,,2014,Transit,,Kepler,Kepler-351,0,,,Kepler-351 c,0,,57.24809000,2,3.190,0.285,,0,0.95 m Kepler Telescope,1,286.452706,2014-05-14,,,0.89,15.990,0.85,5643.00,http://exoplanet.eu/catalog/kepler-351_c/,http://exoplanets.org/detail/Kepler-351_c
46.051975,,,0,0,,2014,Transit,,Kepler,Kepler-352,0,,,Kepler-352 b,0,,10.05537000,2,0.860,0.077,,0,0.95 m Kepler Telescope,1,299.896521,2014-05-14,,,0.79,12.957,0.78,5212.00,http://exoplanet.eu/catalog/kepler-352_b/,http://exoplanets.org/detail/Kepler-352_b
46.051975,,,0,0,,2014,Transit,,Kepler,Kepler-352,0,,,Kepler-352 c,0,,16.33299500,2,1.240,0.111,,0,0.95 m Kepler Telescope,1,299.896521,2014-05-14,,,0.79,12.957,0.78,5212.00,http://exoplanet.eu/catalog/kepler-352_c/,http://exoplanets.org/detail/Kepler-352_c
41.758180,,,0,0,,2014,Transit,,Kepler,Kepler-353,0,,,Kepler-353 b,0,,5.79527800,2,0.890,0.079,,0,0.95 m Kepler Telescope,1,296.856633,2014-05-14,,,0.54,15.773,0.50,3903.00,http://exoplanet.eu/catalog/kepler-353_b/,http://exoplanets.org/detail/Kepler-353_b
41.758180,,,0,0,,2014,Transit,,Kepler,Kepler-353,0,,,Kepler-353 c,0,,8.41089400,2,1.380,0.123,,0,0.95 m Kepler Telescope,1,296.856633,2014-05-14,,,0.54,15.773,0.50,3903.00,http://exoplanet.eu/catalog/kepler-353_c/,http://exoplanets.org/detail/Kepler-353_c
41.335640,,,0,0,,2014,Transit,,Kepler,Kepler-354,0,,,Kepler-354 b,0,,5.47666000,3,1.840,0.164,,0,0.95 m Kepler Telescope,1,285.751452,2014-05-14,,,0.65,15.549,0.67,4648.00,http://exoplanet.eu/catalog/kepler-354_b/,http://exoplanets.org/detail/Kepler-354_b
41.335640,,,0,0,,2014,Transit,,Kepler,Kepler-354,0,,,Kepler-354 c,0,,16.93440200,3,1.310,0.117,,0,0.95 m Kepler Telescope,1,285.751452,2014-05-14,,,0.65,15.549,0.67,4648.00,http://exoplanet.eu/catalog/kepler-354_c/,http://exoplanets.org/detail/Kepler-354_c
41.335640,,,0,0,,2014,Transit,,Kepler,Kepler-354,0,,,Kepler-354 d,0,,24.20984200,3,1.240,0.111,,0,0.95 m Kepler Telescope,1,285.751452,2014-05-14,,,0.65,15.549,0.67,4648.00,http://exoplanet.eu/catalog/kepler-354_d/,http://exoplanets.org/detail/Kepler-354_d
42.811783,,,0,0,,2014,Transit,,Kepler,Kepler-355,0,,,Kepler-355 b,0,,11.03189000,2,1.460,0.130,,0,0.95 m Kepler Telescope,1,285.799457,2014-05-14,,,1.05,15.087,1.07,6184.00,http://exoplanet.eu/catalog/kepler-355_b/,http://exoplanets.org/detail/Kepler-355_b
42.811783,,,0,0,,2014,Transit,,Kepler,Kepler-355,0,,,Kepler-355 c,0,,25.76229400,2,2.710,0.242,,0,0.95 m Kepler Telescope,1,285.799457,2014-05-14,,,1.05,15.087,1.07,6184.00,http://exoplanet.eu/catalog/kepler-355_c/,http://exoplanets.org/detail/Kepler-355_c
37.682819,,,0,0,,2014,Transit,,Kepler,Kepler-356,0,,,Kepler-356 b,0,,4.61269600,2,1.570,0.140,,0,0.95 m Kepler Telescope,1,292.421077,2014-05-14,,,0.97,12.992,1.33,6133.00,http://exoplanet.eu/catalog/kepler-356_b/,http://exoplanets.org/detail/Kepler-356_b
37.682819,,,0,0,,2014,Transit,,Kepler,Kepler-356,0,,,Kepler-356 c,0,,13.12163200,2,1.810,0.161,,0,0.95 m Kepler Telescope,1,292.421077,2014-05-14,,,0.97,12.992,1.33,6133.00,http://exoplanet.eu/catalog/kepler-356_c/,http://exoplanets.org/detail/Kepler-356_c
44.008720,,,0,0,,2014,Transit,,Kepler,Kepler-357,0,,,Kepler-357 b,0,,6.47543400,3,1.840,0.164,,0,0.95 m Kepler Telescope,1,291.243104,2014-05-14,,,0.78,15.565,0.83,5036.00,http://exoplanet.eu/catalog/kepler-357_b/,http://exoplanets.org/detail/Kepler-357_b
44.008720,,,0,0,,2014,Transit,,Kepler,Kepler-357,0,,,Kepler-357 c,0,,16.85837000,3,2.670,0.238,,0,0.95 m Kepler Telescope,1,291.243104,2014-05-14,,,0.78,15.565,0.83,5036.00,http://exoplanet.eu/catalog/kepler-357_c/,http://exoplanets.org/detail/Kepler-357_c
44.008720,,,0,0,,2014,Transit,,Kepler,Kepler-357,0,,,Kepler-357 d,0,,49.49987500,3,3.430,0.306,,0,0.95 m Kepler Telescope,1,291.243104,2014-05-14,,,0.78,15.565,0.83,5036.00,http://exoplanet.eu/catalog/kepler-357_d/,http://exoplanets.org/detail/Kepler-357_d
48.281376,,,0,0,,2014,Transit,,Kepler,Kepler-358,0,,,Kepler-358 b,0,,34.06046700,2,2.720,0.243,,0,0.95 m Kepler Telescope,1,293.230225,2014-05-14,,,0.95,15.375,0.95,5908.00,http://exoplanet.eu/catalog/kepler-358_b/,http://exoplanets.org/detail/Kepler-358_b
48.281376,,,0,0,,2014,Transit,,Kepler,Kepler-358,0,,,Kepler-358 c,0,,83.48836900,2,2.850,0.254,,0,0.95 m Kepler Telescope,1,293.230225,2014-05-14,,,0.95,15.375,0.95,5908.00,http://exoplanet.eu/catalog/kepler-358_c/,http://exoplanets.org/detail/Kepler-358_c
42.196354,,,0,0,,2014,Transit,,Kepler,Kepler-359,0,,,Kepler-359 b,0,,25.56322200,3,3.530,0.315,,0,0.95 m Kepler Telescope,1,293.293635,2014-05-14,,,1.07,15.886,1.09,6248.00,http://exoplanet.eu/catalog/kepler-359_b/,http://exoplanets.org/detail/Kepler-359_b
42.196354,,,0,0,,2014,Transit,,Kepler,Kepler-359,0,,,Kepler-359 c,0,,57.68802000,3,4.300,0.384,,0,0.95 m Kepler Telescope,1,293.293635,2014-05-14,,,1.07,15.886,1.09,6248.00,http://exoplanet.eu/catalog/kepler-359_c/,http://exoplanets.org/detail/Kepler-359_c
42.196354,,,0,0,,2014,Transit,,Kepler,Kepler-359,0,,,Kepler-359 d,0,,77.09569100,3,4.010,0.358,,0,0.95 m Kepler Telescope,1,293.293635,2014-05-14,,,1.07,15.886,1.09,6248.00,http://exoplanet.eu/catalog/kepler-359_d/,http://exoplanets.org/detail/Kepler-359_d
49.231827,,,0,0,7.46000,2012,Transit,978,Kepler,Kepler-36,0,4.45000,0.01400,Kepler-36 b,0,0.039000,13.83989000,2,1.486,0.133,,0,0.95 m Kepler Telescope,1,291.250191,2014-05-14,6.800,470.00,1.07,11.866,1.63,5911.00,http://exoplanet.eu/catalog/kepler-36_b/,http://exoplanets.org/detail/Kepler-36_b
49.231827,,,0,0,0.89000,2012,Transit,928,Kepler,Kepler-36,0,8.08000,0.02500,Kepler-36 c,0,0.033000,16.23855000,2,3.679,0.328,,0,0.95 m Kepler Telescope,1,291.250191,2014-05-14,6.800,470.00,1.07,11.866,1.63,5911.00,http://exoplanet.eu/catalog/kepler-36_c/,http://exoplanets.org/detail/Kepler-36_c
44.781555,,,0,0,,2014,Transit,,Kepler,Kepler-360,0,,,Kepler-360 b,0,,3.28967200,2,1.650,0.147,,0,0.95 m Kepler Telescope,1,286.284731,2014-05-14,,,0.95,14.866,1.06,6053.00,http://exoplanet.eu/catalog/kepler-360_b/,http://exoplanets.org/detail/Kepler-360_b
44.781555,,,0,0,,2014,Transit,,Kepler,Kepler-360,0,,,Kepler-360 c,0,,7.18643400,2,2.100,0.187,,0,0.95 m Kepler Telescope,1,286.284731,2014-05-14,,,0.95,14.866,1.06,6053.00,http://exoplanet.eu/catalog/kepler-360_c/,http://exoplanets.org/detail/Kepler-360_c
46.741154,,,0,0,,2014,Transit,,Kepler,Kepler-361,0,,,Kepler-361 b,0,,8.48661600,2,1.450,0.129,,0,0.95 m Kepler Telescope,1,296.803453,2014-05-14,,,1.07,13.573,1.34,6169.00,http://exoplanet.eu/catalog/kepler-361_b/,http://exoplanets.org/detail/Kepler-361_b
46.741154,,,0,0,,2014,Transit,,Kepler,Kepler-361,0,,,Kepler-361 c,0,,55.18802300,2,2.520,0.225,,0,0.95 m Kepler Telescope,1,296.803453,2014-05-14,,,1.07,13.573,1.34,6169.00,http://exoplanet.eu/catalog/kepler-361_c/,http://exoplanets.org/detail/Kepler-361_c
47.529903,,,0,0,,2014,Transit,,Kepler,Kepler-362,0,,,Kepler-362 b,0,,10.32718600,2,0.880,0.079,,0,0.95 m Kepler Telescope,1,291.771639,2014-05-14,,,0.77,14.500,0.72,5788.00,http://exoplanet.eu/catalog/kepler-362_b/,http://exoplanets.org/detail/Kepler-362_b
47.529903,,,0,0,,2014,Transit,,Kepler,Kepler-362,0,,,Kepler-362 c,0,,37.86628100,2,1.450,0.129,,0,0.95 m Kepler Telescope,1,291.771639,2014-05-14,,,0.77,14.500,0.72,5788.00,http://exoplanet.eu/catalog/kepler-362_c/,http://exoplanets.org/detail/Kepler-362_c
41.305393,,,0,0,,2014,Transit,,Kepler,Kepler-363,0,,,Kepler-363 b,0,,3.61456800,3,1.160,0.103,,0,0.95 m Kepler Telescope,1,283.192081,2014-05-14,,,1.23,13.353,1.49,5593.00,http://exoplanet.eu/catalog/kepler-363_b/,http://exoplanets.org/detail/Kepler-363_b
41.305393,,,0,0,,2014,Transit,,Kepler,Kepler-363,0,,,Kepler-363 c,0,,7.54242700,3,1.690,0.151,,0,0.95 m Kepler Telescope,1,283.192081,2014-05-14,,,1.23,13.353,1.49,5593.00,http://exoplanet.eu/catalog/kepler-363_c/,http://exoplanets.org/detail/Kepler-363_c
41.305393,,,0,0,,2014,Transit,,Kepler,Kepler-363,0,,,Kepler-363 d,0,,11.93212500,3,2.050,0.183,,0,0.95 m Kepler Telescope,1,283.192081,2014-05-14,,,1.23,13.353,1.49,5593.00,http://exoplanet.eu/catalog/kepler-363_d/,http://exoplanets.org/detail/Kepler-363_d
47.398697,,,0,0,,2014,Transit,,Kepler,Kepler-364,0,,,Kepler-364 b,0,,25.74571800,2,1.550,0.138,,0,0.95 m Kepler Telescope,1,281.569933,2014-05-14,,,1.20,13.660,1.28,6108.00,http://exoplanet.eu/catalog/kepler-364_b/,http://exoplanets.org/detail/Kepler-364_b
47.398697,,,0,0,,2014,Transit,,Kepler,Kepler-364,0,,,Kepler-364 c,0,,59.98062700,2,2.150,0.192,,0,0.95 m Kepler Telescope,1,281.569933,2014-05-14,,,1.20,13.660,1.28,6108.00,http://exoplanet.eu/catalog/kepler-364_c/,http://exoplanets.org/detail/Kepler-364_c
49.130436,,,0,0,,2014,Transit,,Kepler,Kepler-365,0,,,Kepler-365 b,0,,10.66490300,2,2.040,0.182,,0,0.95 m Kepler Telescope,1,295.626598,2014-05-14,,,0.99,14.651,1.05,6012.00,http://exoplanet.eu/catalog/kepler-365_b/,http://exoplanets.org/detail/Kepler-365_b
49.130436,,,0,0,,2014,Transit,,Kepler,Kepler-365,0,,,Kepler-365 c,0,,17.78412900,2,1.640,0.146,,0,0.95 m Kepler Telescope,1,295.626598,2014-05-14,,,0.99,14.651,1.05,6012.00,http://exoplanet.eu/catalog/kepler-365_c/,http://exoplanets.org/detail/Kepler-365_c
49.084446,,,0,0,,2014,Transit,,Kepler,Kepler-366,0,,,Kepler-366 b,0,,3.28195900,2,1.460,0.130,,0,0.95 m Kepler Telescope,1,296.852042,2014-05-14,,,1.05,14.842,1.05,6209.00,http://exoplanet.eu/catalog/kepler-366_b/,http://exoplanets.org/detail/Kepler-366_b
49.084446,,,0,0,,2014,Transit,,Kepler,Kepler-366,0,,,Kepler-366 c,0,,12.51616000,2,1.790,0.160,,0,0.95 m Kepler Telescope,1,296.852042,2014-05-14,,,1.05,14.842,1.05,6209.00,http://exoplanet.eu/catalog/kepler-366_c/,http://exoplanets.org/detail/Kepler-366_c
49.981632,,,0,0,,2014,Transit,,Kepler,Kepler-367,0,,,Kepler-367 b,0,,37.81572400,2,1.300,0.116,,0,0.95 m Kepler Telescope,1,297.292418,2014-05-14,,,0.75,12.879,0.69,4710.00,http://exoplanet.eu/catalog/kepler-367_b/,http://exoplanets.org/detail/Kepler-367_b
49.981632,,,0,0,,2014,Transit,,Kepler,Kepler-367,0,,,Kepler-367 c,0,,53.57863700,2,1.200,0.107,,0,0.95 m Kepler Telescope,1,297.292418,2014-05-14,,,0.75,12.879,0.69,4710.00,http://exoplanet.eu/catalog/kepler-367_c/,http://exoplanets.org/detail/Kepler-367_c
45.387936,,,0,0,,2014,Transit,,Kepler,Kepler-368,0,,,Kepler-368 b,0,,26.84768000,2,3.260,0.291,,0,0.95 m Kepler Telescope,1,291.880046,2014-05-14,,,0.71,12.848,2.02,5502.00,http://exoplanet.eu/catalog/kepler-368_b/,http://exoplanets.org/detail/Kepler-368_b
45.387936,,,0,0,,2014,Transit,,Kepler,Kepler-368,0,,,Kepler-368 c,0,,72.37933400,2,3.880,0.346,,0,0.95 m Kepler Telescope,1,291.880046,2014-05-14,,,0.71,12.848,2.02,5502.00,http://exoplanet.eu/catalog/kepler-368_c/,http://exoplanets.org/detail/Kepler-368_c
47.908467,,,0,0,,2014,Transit,,Kepler,Kepler-369,0,,,Kepler-369 b,0,,2.73275600,2,1.130,0.101,,0,0.95 m Kepler Telescope,1,293.674235,2014-05-14,,,0.54,15.673,0.47,3591.00,http://exoplanet.eu/catalog/kepler-369_b/,http://exoplanets.org/detail/Kepler-369_b
47.908467,,,0,0,,2014,Transit,,Kepler,Kepler-369,0,,,Kepler-369 c,0,,14.87157200,2,1.410,0.126,,0,0.95 m Kepler Telescope,1,293.674235,2014-05-14,,,0.54,15.673,0.47,3591.00,http://exoplanet.eu/catalog/kepler-369_c/,http://exoplanets.org/detail/Kepler-369_c
44.518131,,,0,0,,2013,Transit,,Kepler,Kepler-37,0,,,Kepler-37 b,0,,13.36730800,4,0.303,0.027,,1,0.95 m Kepler Telescope,1,284.059660,2014-05-14,5.660,66.00,0.80,9.705,0.77,5417.00,http://exoplanet.eu/catalog/kepler-37b/,http://exoplanets.org/detail/Kepler-37_b
44.518131,,,0,0,,2013,Transit,,Kepler,Kepler-37,0,,,Kepler-37 c,0,,21.30188600,4,0.742,0.066,,1,0.95 m Kepler Telescope,1,284.059660,2014-05-14,5.660,66.00,0.80,9.705,0.77,5417.00,http://exoplanet.eu/catalog/kepler-37c/,http://exoplanets.org/detail/Kepler-37_c
44.518131,,,0,0,,2013,Transit,,Kepler,Kepler-37,0,,,Kepler-37 d,0,,39.79218700,4,1.990,0.178,,1,0.95 m Kepler Telescope,1,284.059660,2014-05-14,5.660,66.00,0.80,9.705,0.77,5417.00,http://exoplanet.eu/catalog/kepler-37d/,http://exoplanets.org/detail/Kepler-37_d
44.518131,,,0,0,,2014,Transit Timing Variations,,Kepler,Kepler-37,0,,,Kepler-37 e,0,,51.19600000,4,,,,0,0.95 m Kepler Telescope,1,284.059660,2014-05-28,5.660,66.00,0.80,9.705,0.77,5417.00,,
40.916306,,,0,0,,2014,Transit,,Kepler,Kepler-370,0,,,Kepler-370 b,0,,4.57953000,2,1.590,0.142,,0,0.95 m Kepler Telescope,1,292.171121,2014-05-14,,,0.94,15.198,0.90,5852.00,http://exoplanet.eu/catalog/kepler-370_b/,http://exoplanets.org/detail/Kepler-370_b
40.916306,,,0,0,,2014,Transit,,Kepler,Kepler-370,0,,,Kepler-370 c,0,,19.02293000,2,1.910,0.170,,0,0.95 m Kepler Telescope,1,292.171121,2014-05-14,,,0.94,15.198,0.90,5852.00,http://exoplanet.eu/catalog/kepler-370_c/,http://exoplanets.org/detail/Kepler-370_c
38.657588,,,0,0,,2014,Transit,,Kepler,Kepler-371,0,,,Kepler-371 b,0,,34.76327800,2,1.890,0.169,,0,0.95 m Kepler Telescope,1,292.326464,2014-05-14,,,0.94,13.865,0.99,5666.00,http://exoplanet.eu/catalog/kepler-371_b/,http://exoplanets.org/detail/Kepler-371_b
38.657588,,,0,0,,2014,Transit,,Kepler,Kepler-371,0,,,Kepler-371 c,0,,67.96801500,2,1.780,0.159,,0,0.95 m Kepler Telescope,1,292.326464,2014-05-14,,,0.94,13.865,0.99,5666.00,http://exoplanet.eu/catalog/kepler-371_c/,http://exoplanets.org/detail/Kepler-371_c
49.258953,,,0,0,,2014,Transit,,Kepler,Kepler-372,0,,,Kepler-372 b,0,,6.84969200,3,1.360,0.121,,0,0.95 m Kepler Telescope,1,291.256195,2014-05-14,,,1.15,14.881,1.14,6509.00,http://exoplanet.eu/catalog/kepler-372_b/,http://exoplanets.org/detail/Kepler-372_b
49.258953,,,0,0,,2014,Transit,,Kepler,Kepler-372,0,,,Kepler-372 c,0,,20.05376300,3,2.090,0.186,,0,0.95 m Kepler Telescope,1,291.256195,2014-05-14,,,1.15,14.881,1.14,6509.00,http://exoplanet.eu/catalog/kepler-372_c/,http://exoplanets.org/detail/Kepler-372_c
49.258953,,,0,0,,2014,Transit,,Kepler,Kepler-372,0,,,Kepler-372 d,0,,30.09256800,3,1.690,0.151,,0,0.95 m Kepler Telescope,1,291.256195,2014-05-14,,,1.15,14.881,1.14,6509.00,http://exoplanet.eu/catalog/kepler-372_d/,http://exoplanets.org/detail/Kepler-372_d
50.597050,,,0,0,,2014,Transit,,Kepler,Kepler-373,0,,,Kepler-373 b,0,,5.53530900,2,1.360,0.121,,0,0.95 m Kepler Telescope,1,289.387993,2014-05-14,,,0.87,14.514,0.84,5787.00,http://exoplanet.eu/catalog/kepler-373_b/,http://exoplanets.org/detail/Kepler-373_b
50.597050,,,0,0,,2014,Transit,,Kepler,Kepler-373,0,,,Kepler-373 c,0,,16.72594800,2,1.240,0.111,,0,0.95 m Kepler Telescope,1,289.387993,2014-05-14,,,0.87,14.514,0.84,5787.00,http://exoplanet.eu/catalog/kepler-373_c/,http://exoplanets.org/detail/Kepler-373_c
42.370502,,,0,0,,2014,Transit,,Kepler,Kepler-374,0,,,Kepler-374 b,0,,1.89780600,3,1.030,0.092,,0,0.95 m Kepler Telescope,1,294.137930,2014-05-14,,,0.84,14.686,0.91,5977.00,http://exoplanet.eu/catalog/kepler-374_b/,http://exoplanets.org/detail/Kepler-374_b
42.370502,,,0,0,,2014,Transit,,Kepler,Kepler-374,0,,,Kepler-374 c,0,,3.28280700,3,1.100,0.098,,0,0.95 m Kepler Telescope,1,294.137930,2014-05-14,,,0.84,14.686,0.91,5977.00,http://exoplanet.eu/catalog/kepler-374_c/,http://exoplanets.org/detail/Kepler-374_c
42.370502,,,0,0,,2014,Transit,,Kepler,Kepler-374,0,,,Kepler-374 d,0,,5.02821900,3,1.310,0.117,,0,0.95 m Kepler Telescope,1,294.137930,2014-05-14,,,0.84,14.686,0.91,5977.00,http://exoplanet.eu/catalog/kepler-374_d/,http://exoplanets.org/detail/Kepler-374_d
48.098416,,,0,0,,2014,Transit,,Kepler,Kepler-375,0,,,Kepler-375 b,0,,12.12593400,2,1.450,0.129,,0,0.95 m Kepler Telescope,1,288.617907,2014-05-14,,,0.89,15.699,0.84,5826.00,http://exoplanet.eu/catalog/kepler-375_b/,http://exoplanets.org/detail/Kepler-375_b
48.098416,,,0,0,,2014,Transit,,Kepler,Kepler-375,0,,,Kepler-375 c,0,,19.98632600,2,2.650,0.236,,0,0.95 m Kepler Telescope,1,288.617907,2014-05-14,,,0.89,15.699,0.84,5826.00,http://exoplanet.eu/catalog/kepler-375_c/,http://exoplanets.org/detail/Kepler-375_c
38.410386,,,0,0,,2014,Transit,,Kepler,Kepler-376,0,,,Kepler-376 b,0,,4.92019900,2,1.070,0.095,,0,0.95 m Kepler Telescope,1,291.607165,2014-05-14,,,1.05,13.776,1.18,5900.00,http://exoplanet.eu/catalog/kepler-376_b/,http://exoplanets.org/detail/Kepler-376_b
38.410386,,,0,0,,2014,Transit,,Kepler,Kepler-376,0,,,Kepler-376 c,0,,14.17232700,2,1.790,0.160,,0,0.95 m Kepler Telescope,1,291.607165,2014-05-14,,,1.05,13.776,1.18,5900.00,http://exoplanet.eu/catalog/kepler-376_c/,http://exoplanets.org/detail/Kepler-376_c
38.735691,,,0,0,,2014,Transit,,Kepler,Kepler-377,0,,,Kepler-377 b,0,,12.50952900,2,1.390,0.124,,0,0.95 m Kepler Telescope,1,295.422002,2014-05-14,,,0.88,13.860,1.22,5949.00,http://exoplanet.eu/catalog/kepler-377_b/,http://exoplanets.org/detail/Kepler-377_b
38.735691,,,0,0,,2014,Transit,,Kepler,Kepler-377,0,,,Kepler-377 c,0,,27.01497600,2,2.060,0.184,,0,0.95 m Kepler Telescope,1,295.422002,2014-05-14,,,0.88,13.860,1.22,5949.00,http://exoplanet.eu/catalog/kepler-377_c/,http://exoplanets.org/detail/Kepler-377_c
46.438641,,,0,0,,2014,Transit,,Kepler,Kepler-378,0,,,Kepler-378 b,0,,16.09236100,2,0.750,0.067,,0,0.95 m Kepler Telescope,1,294.948588,2014-05-14,,,0.96,12.485,0.67,4661.00,http://exoplanet.eu/catalog/kepler-378_b/,http://exoplanets.org/detail/Kepler-378_b
46.438641,,,0,0,,2014,Transit,,Kepler,Kepler-378,0,,,Kepler-378 c,0,,28.90600900,2,0.700,0.062,,0,0.95 m Kepler Telescope,1,294.948588,2014-05-14,,,0.96,12.485,0.67,4661.00,http://exoplanet.eu/catalog/kepler-378_c/,http://exoplanets.org/detail/Kepler-378_c
